2018-2019 Award Year Direct Loan Volume by School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Cumulative Activity through Quarter ending (6/30/2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: Common Origination and Disbursement (COD) System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data as of Oct 1, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,DL SUBSIDIZED,,,,,DL UNSUBSIDIZED - UNDERGRADUATE,,,,,DL UNSUBSIDIZED - GRADUATE,,,,,DL PARENT PLUS,,,,,DL GRAD PLUS,,,,
00298600,WINSTON-SALEM STATE UNIVERSITY,NC,271100001,Public,"3,330","3,529","$12,929,168.00","6,730","$12,915,734.00","3,259","3,999","$11,074,644.00","7,613","$11,063,923.00",294,401,"$4,211,737.00",711,"$4,199,062.00",809,895,"$6,754,524.00","1,740","$6,724,178.00",11,16,"$82,761.00",27,"$82,761.00"
00298800,BISMARCK STATE COLLEGE,ND,585011299,Public,685,752,"$2,018,137.00","1,163","$2,018,137.00","1,038","1,124","$4,575,010.00","1,805","$4,575,010.00",-,-, -,-, -,11,11,"$40,935.00",16,"$40,935.00",-,-, -,-, -
00298900,DICKINSON STATE UNIVERSITY,ND,586014896,Public,404,443,"$1,480,912.00",733,"$1,480,912.00",516,589,"$2,383,309.00",992,"$2,383,309.00",6,8,"$77,801.00",13,"$77,801.00",13,16,"$112,151.00",28,"$112,151.00",-,-, -,-, -
00299000,UNIVERSITY OF JAMESTOWN,ND,584053401,Private-Nonprofit,445,455,"$1,811,495.00",836,"$1,811,495.00",582,624,"$2,236,664.00","1,150","$2,236,664.00",132,132,"$2,318,041.00",326,"$2,318,041.00",93,106,"$913,991.00",184,"$913,991.00",44,56,"$887,058.00",122,"$887,058.00"
00299100,LAKE REGION STATE COLLEGE,ND,583011598,Public,287,306,"$874,290.00",481,"$874,290.00",335,395,"$1,362,679.00",640,"$1,362,679.00",-,-, -,-, -,3,3,"$11,472.00",4,"$11,472.00",-,-, -,-, -
00299200,UNIVERSITY OF MARY,ND,585049652,Private-Nonprofit,"1,077","1,229","$4,822,644.00","2,680","$4,771,016.00","1,296","1,494","$6,173,244.00","3,277","$6,078,963.00",716,"1,025","$13,539,010.00","2,231","$13,269,871.00",55,66,"$565,641.00",106,"$565,641.00",37,58,"$707,308.00",97,"$612,276.00"
00299300,MAYVILLE STATE UNIVERSITY,ND,582571299,Public,473,548,"$1,796,853.00",852,"$1,796,853.00",492,581,"$2,127,208.00",934,"$2,127,208.00",11,15,"$82,429.00",17,"$82,429.00",25,26,"$178,740.00",46,"$178,740.00",-,-, -,-, -
00299400,MINOT STATE UNIVERSITY,ND,587070001,Public,807,896,"$2,925,886.00","1,456","$2,925,886.00",974,"1,080","$4,475,420.00","1,811","$4,475,420.00",99,137,"$1,083,100.00",209,"$1,083,100.00",21,24,"$144,790.00",37,"$144,790.00",1,1,"$3,200.00",1,"$3,200.00"
00299500,DAKOTA COLLEGE AT BOTTINEAU,ND,583181159,Public,300,316,"$899,689.00",552,"$899,689.00",321,379,"$1,248,551.00",658,"$1,248,551.00",-,-, -,-, -,23,24,"$138,470.00",40,"$138,470.00",-,-, -,-, -
00299600,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,580760002,Public,858,927,"$2,565,906.00","1,523","$2,565,906.00","1,123","1,300","$4,117,098.00","2,205","$4,117,098.00",-,-, -,-, -,59,69,"$380,797.00",109,"$380,797.00",-,-, -,-, -
00299700,NORTH DAKOTA STATE UNIVERSITY - FARGO,ND,581020000,Public,"4,428","4,752","$17,779,353.00","8,436","$17,779,353.00","5,689","6,108","$23,139,849.00","10,986","$23,139,849.00",598,843,"$10,529,050.00","1,377","$10,529,050.00",255,290,"$2,738,812.00",486,"$2,738,812.00",7,10,"$77,825.00",13,"$77,825.00"
00300500,UNIVERSITY OF NORTH DAKOTA,ND,582028193,Public,"3,480","4,078","$13,924,887.00","6,681","$13,920,424.00","4,502","4,916","$19,464,913.00","8,542","$19,459,095.00","1,539","1,845","$27,957,542.00","3,019","$27,937,292.00",281,348,"$4,147,636.00",560,"$4,147,636.00",228,312,"$3,143,402.00",485,"$3,143,402.00"
00300700,WILLISTON STATE COLLEGE,ND,588014464,Public,180,185,"$558,879.00",293,"$558,879.00",198,210,"$821,616.00",330,"$821,616.00",-,-, -,-, -,3,3,"$27,249.00",4,"$27,249.00",-,-, -,-, -
00300800,VALLEY CITY STATE UNIVERSITY,ND,580720000,Public,432,463,"$1,620,120.00",773,"$1,620,120.00",525,574,"$2,248,068.00",979,"$2,248,068.00",43,62,"$357,628.00",81,"$357,628.00",9,11,"$47,790.00",15,"$47,790.00",-,-, -,-, -
00301000,ANTIOCH UNIVERSITY,OH,453871608,Private-Nonprofit,349,484,"$1,507,635.00","1,015","$1,432,989.00",352,494,"$2,138,838.00","1,003","$2,032,282.00","1,916","2,920","$39,666,621.00","5,103","$38,818,431.00",4,5,"$72,260.00",10,"$69,960.00",724,"1,093","$13,713,755.00","1,970","$12,936,664.00"
00301100,ART ACADEMY OF CINCINNATI,OH,452027106,Private-Nonprofit,167,177,"$660,089.00",335,"$660,089.00",161,176,"$531,633.00",335,"$531,633.00",6,6,"$39,630.00",12,"$39,630.00",72,73,"$1,104,761.00",138,"$1,104,761.00",-,-, -,-, -
00301200,ASHLAND UNIVERSITY,OH,448053799,Private-Nonprofit,"1,774","2,087","$7,392,060.00","3,307","$7,386,560.00","1,974","2,510","$7,934,075.00","4,012","$7,918,575.00",868,"1,503","$11,314,589.00","1,818","$11,252,331.00",400,507,"$5,092,871.00",855,"$5,085,031.00",42,55,"$422,884.00",76,"$422,884.00"
00301400,BALDWIN WALLACE UNIVERSITY,OH,440172088,Private-Nonprofit,"1,808","1,943","$8,225,130.00","3,589","$8,158,417.00","1,946","2,158","$7,049,268.00","4,029","$6,976,157.00",233,294,"$4,807,672.00",520,"$3,816,067.00",640,663,"$9,024,197.00","1,196","$8,998,484.00",94,113,"$2,662,643.00",207,"$1,944,573.00"
00301600,BLUFFTON UNIVERSITY,OH,458172104,Private-Nonprofit,456,475,"$1,965,730.00",861,"$1,965,730.00",491,574,"$1,782,833.00","1,046","$1,782,833.00",29,34,"$485,367.00",59,"$436,448.00",161,172,"$2,368,009.00",309,"$2,368,009.00",-,-, -,-, -
00301800,BOWLING GREEN STATE UNIVERSITY,OH,434030001,Public,"7,537","8,324","$30,050,511.00","14,394","$30,050,511.00","8,828","10,169","$32,569,581.00","17,847","$32,569,581.00",985,"1,236","$14,227,735.00","1,930","$14,227,735.00","2,469","2,661","$33,084,178.00","4,880","$32,595,138.00",30,34,"$326,647.00",60,"$284,405.00"
00302300,CAPITAL UNIVERSITY,OH,432092394,Private-Nonprofit,"1,406","1,507","$6,404,089.00","2,847","$6,104,928.00","1,602","1,710","$6,626,596.00","3,294","$6,251,425.00",340,431,"$7,156,592.00",791,"$6,286,425.00",455,483,"$6,561,583.00",919,"$6,419,900.00",170,209,"$4,118,294.00",418,"$3,432,740.00"
00302400,CASE WESTERN RESERVE UNIVERSITY,OH,441067049,Private-Nonprofit,"1,496","1,599","$6,645,651.00","2,979","$6,517,333.00","1,616","1,768","$5,443,768.00","3,306","$5,338,990.00","2,425","3,545","$63,706,480.00","6,477","$59,869,243.00",436,532,"$9,786,021.00",901,"$9,757,187.00","1,937","2,842","$57,519,019.00","4,100","$56,658,063.00"
00302500,CEDARVILLE UNIVERSITY,OH,453148564,Private-Nonprofit,"1,468","1,528","$6,260,624.00","2,883","$6,260,624.00","1,432","1,483","$4,646,350.00","2,845","$4,646,350.00",230,301,"$5,940,075.00",512,"$5,496,330.00",486,530,"$8,307,928.00",936,"$8,307,928.00",72,98,"$1,012,591.00",175,"$936,478.00"
00302600,CENTRAL STATE UNIVERSITY,OH,453841004,Public,"1,740","1,741","$6,536,472.00","3,204","$6,260,763.00","1,785","1,821","$7,098,901.00","3,337","$6,699,711.00",-,-, -,-, -,520,520,"$4,242,316.00",980,"$4,057,522.00",-,-, -,-, -
00302900,CINCINNATI CHRISTIAN UNIVERSITY,OH,452043200,Private-Nonprofit,394,398,"$1,391,478.00",703,"$1,391,478.00",442,511,"$1,640,644.00",912,"$1,640,644.00",47,60,"$562,340.00",95,"$562,340.00",119,128,"$1,187,560.00",230,"$1,187,560.00",5,5,"$59,750.00",7,"$59,750.00"
00303000,OHIO CHRISTIAN UNIVERSITY,OH,431139487,Private-Nonprofit,"2,028","2,954","$6,886,312.00","5,855","$6,884,395.00","2,278","3,397","$10,918,373.00","6,601","$10,914,297.00",331,467,"$3,994,483.00",934,"$3,994,483.00",78,96,"$830,349.00",175,"$826,094.00",2,4,"$27,843.00",8,"$27,843.00"
00303100,THE CLEVELAND INSTITUTE OF MUSIC,OH,441061776,Private-Nonprofit,70,70,"$310,792.00",139,"$310,792.00",88,90,"$320,609.00",178,"$320,609.00",61,61,"$1,124,734.00",115,"$1,124,734.00",28,28,"$615,773.00",56,"$615,773.00",12,14,"$224,470.00",25,"$224,470.00"
00303200,CLEVELAND STATE UNIVERSITY,OH,441152214,Public,"6,191","6,533","$24,883,429.00","11,413","$24,883,429.00","6,049","6,588","$24,540,285.00","11,459","$24,540,285.00","2,038","2,284","$31,813,961.00","3,842","$31,813,961.00",701,803,"$8,319,897.00","1,377","$8,319,897.00",344,439,"$5,106,234.00",662,"$5,106,234.00"
00303300,MOUNT ST. JOSEPH UNIVERSITY,OH,452331670,Private-Nonprofit,710,803,"$2,969,510.00","1,423","$2,943,786.00",802,947,"$2,908,768.00","1,711","$2,875,636.00",441,663,"$9,400,309.00","1,003","$9,203,885.00",233,265,"$3,183,591.00",470,"$3,183,591.00",139,235,"$1,982,444.00",357,"$1,982,444.00"
00303500,OHIO DOMINICAN UNIVERSITY,OH,432192099,Private-Nonprofit,673,711,"$2,764,801.00","1,248","$2,701,719.00",775,819,"$3,207,276.00","1,448","$3,099,023.00",222,300,"$4,523,697.00",526,"$3,934,535.00",183,186,"$2,367,225.00",342,"$2,362,824.00",59,87,"$1,663,012.00",168,"$1,443,482.00"
00303600,FRANCISCAN UNIVERSITY OF STEUBENVILLE,OH,439521763,Private-Nonprofit,"1,086","1,226","$4,700,969.00","2,192","$4,651,105.00","1,220","1,344","$4,117,053.00","2,447","$4,072,049.00",260,344,"$3,996,241.00",530,"$3,375,088.00",241,284,"$3,902,761.00",449,"$3,834,737.00",8,9,"$68,226.00",12,"$62,831.00"
00303700,COLLEGE OF WOOSTER (THE),OH,446912363,Private-Nonprofit,772,773,"$3,348,701.00","1,500","$3,348,701.00",858,860,"$2,688,497.00","1,676","$2,688,497.00",-,-, -,-, -,237,237,"$4,195,053.00",448,"$4,195,053.00",-,-, -,-, -
00303900,COLUMBUS COLLEGE OF ART & DESIGN,OH,432151758,Private-Nonprofit,690,718,"$2,894,786.00","1,323","$2,892,953.00",737,850,"$2,520,066.00","1,574","$2,519,399.00",32,33,"$646,500.00",64,"$646,500.00",321,330,"$6,340,067.00",622,"$6,322,605.00",25,28,"$351,104.00",54,"$351,104.00"
00304000,CUYAHOGA COMMUNITY COLLEGE,OH,441152878,Public,"2,903","3,373","$6,863,887.00","6,048","$6,863,887.00","2,568","3,112","$7,061,504.00","5,641","$7,061,504.00",-,-, -,-, -,11,11,"$37,254.00",20,"$37,254.00",-,-, -,-, -
00304100,DEFIANCE COLLEGE,OH,435121695,Private-Nonprofit,400,431,"$1,648,036.00",762,"$1,631,539.00",418,488,"$1,361,541.00",872,"$1,346,126.00",6,10,"$133,615.00",16,"$113,014.00",114,128,"$1,559,475.00",219,"$1,549,519.00",-,-, -,-, -
00304200,DENISON UNIVERSITY,OH,430231329,Private-Nonprofit,809,824,"$3,515,659.00","1,598","$3,515,659.00",805,841,"$2,384,097.00","1,626","$2,384,097.00",-,-, -,-, -,174,210,"$3,479,957.00",400,"$3,479,957.00",-,-, -,-, -
00304500,UNIVERSITY OF FINDLAY,OH,458403695,Private-Nonprofit,"1,327","1,352","$5,543,815.00","2,542","$5,543,315.00","1,461","1,591","$5,145,905.00","3,006","$5,145,905.00",744,771,"$12,161,725.00","2,040","$12,161,725.00",396,423,"$6,431,252.00",763,"$6,431,252.00",258,277,"$5,676,287.00",763,"$5,676,287.00"
00304600,FRANKLIN UNIVERSITY,OH,432155399,Private-Nonprofit,"1,941","2,339","$9,255,639.00","6,174","$7,440,472.00","1,933","2,405","$12,554,982.00","6,317","$9,746,975.00",871,"1,217","$18,238,241.00","3,358","$13,524,512.00",122,140,"$1,644,882.00",282,"$1,586,644.00",141,176,"$1,965,365.00",457,"$1,471,006.00"
00304800,HEIDELBERG UNIVERSITY,OH,448832462,Private-Nonprofit,759,797,"$3,233,441.00","1,472","$3,233,441.00",848,893,"$2,653,802.00","1,668","$2,653,802.00",54,111,"$690,856.00",111,"$690,856.00",245,273,"$3,197,334.00",492,"$3,197,334.00",-,-, -,-, -
00304900,HIRAM COLLEGE,OH,442341808,Private-Nonprofit,681,703,"$2,710,214.00","1,295","$2,709,464.00",676,822,"$2,334,498.00","1,523","$2,334,498.00",2,2,"$29,755.00",4,"$29,755.00",194,199,"$2,336,721.00",363,"$2,336,721.00",-,-, -,-, -
00305000,JOHN CARROLL UNIVERSITY,OH,441184581,Private-Nonprofit,"1,376","1,388","$5,932,608.00","2,640","$5,911,608.00","1,628","1,691","$5,646,818.00","3,247","$5,628,318.00",189,253,"$3,168,128.00",398,"$3,082,673.00",406,445,"$6,812,952.00",803,"$6,787,290.00",13,16,"$176,993.00",28,"$154,280.00"
00305100,KENT STATE UNIVERSITY,OH,442420001,Public,"14,093","15,939","$59,553,719.00","28,533","$55,861,582.00","14,983","17,609","$63,497,959.00","31,855","$59,335,198.00","2,137","2,831","$47,111,013.00","4,896","$38,516,253.00","2,728","3,200","$39,444,694.00","5,558","$37,846,605.00",344,610,"$9,133,892.00",924,"$6,495,223.00"
00306500,KENYON COLLEGE,OH,430229623,Private-Nonprofit,344,352,"$1,450,634.00",689,"$1,450,634.00",296,326,"$1,129,900.00",636,"$1,129,900.00",-,-, -,-, -,89,105,"$2,741,024.00",177,"$2,741,024.00",-,-, -,-, -
00306600,LAKE ERIE COLLEGE,OH,440773389,Private-Nonprofit,457,512,"$1,864,316.00",884,"$1,850,101.00",502,584,"$1,836,106.00","1,045","$1,801,990.00",114,127,"$2,116,168.00",217,"$1,706,318.00",120,143,"$1,414,753.00",258,"$1,414,753.00",35,41,"$937,233.00",67,"$665,145.00"
00306800,LORAIN COUNTY COMMUNITY COLLEGE,OH,440351691,Public,"1,225","1,370","$3,407,915.00","3,636","$3,234,270.00","1,559","1,765","$5,415,232.00","4,819","$5,139,922.00",-,-, -,-, -,15,15,"$72,224.00",47,"$70,946.00",-,-, -,-, -
00306900,LOURDES UNIVERSITY,OH,435602898,Private-Nonprofit,620,730,"$2,605,797.00","1,381","$2,506,434.00",669,827,"$2,943,022.00","1,560","$2,816,567.00",83,122,"$1,929,409.00",234,"$1,624,969.00",205,249,"$3,035,416.00",479,"$2,916,177.00",23,34,"$422,954.00",67,"$356,617.00"
00307200,MALONE UNIVERSITY,OH,447093897,Private-Nonprofit,794,928,"$3,251,788.00","1,576","$3,172,988.00",868,"1,048","$3,221,886.00","1,821","$3,077,969.00",249,330,"$4,783,770.00",445,"$3,076,556.00",249,259,"$2,778,664.00",469,"$2,773,879.00",1,1,"$6,410.00",1,"$6,410.00"
00307300,MARIETTA COLLEGE,OH,457504033,Private-Nonprofit,518,518,"$2,036,136.00",991,"$2,016,886.00",634,635,"$2,260,335.00","1,215","$2,247,085.00",63,87,"$1,492,151.00",119,"$1,238,525.00",142,142,"$1,916,580.00",270,"$1,901,385.00",28,48,"$1,295,536.00",74,"$933,902.00"
00307500,METHODIST THEOLOGICAL SCHOOL IN OHIO,OH,430153211,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,52,52,"$846,575.00",95,"$846,575.00",-,-, -,-, -,-,-, -,-, -
00307700,MIAMI UNIVERSITY,OH,450561831,Public,"5,254","6,479","$20,944,160.00","10,217","$20,913,648.00","6,686","8,606","$27,043,587.00","13,741","$26,997,189.00",528,728,"$7,015,069.00","1,037","$6,984,319.00","1,277","1,426","$25,550,116.00","2,726","$25,537,490.00",29,35,"$307,271.00",50,"$307,271.00"
00307800,WRIGHT STATE UNIVERSITY,OH,454350002,Public,"4,318","4,840","$18,082,382.00","8,562","$17,078,898.00","4,524","5,355","$19,675,194.00","9,535","$18,627,273.00","1,066","1,366","$26,353,854.00","2,397","$22,454,196.00",638,740,"$5,813,472.00","1,380","$5,612,164.00",501,666,"$6,942,288.00","1,193","$5,584,593.00"
00308300,UNIVERSITY OF MOUNT UNION,OH,446013993,Private-Nonprofit,"1,285","1,346","$5,351,316.00","2,451","$5,343,983.00","1,451","1,623","$4,769,825.00","2,994","$4,754,826.00",163,192,"$3,606,143.00",355,"$2,753,361.00",468,518,"$6,789,723.00",891,"$6,787,056.00",100,137,"$3,268,272.00",244,"$2,351,357.00"
00308400,MUSKINGUM UNIVERSITY,OH,437621199,Private-Nonprofit,966,"1,110","$4,081,625.00","1,843","$3,927,384.00","1,014","1,253","$3,693,352.00","2,146","$3,495,109.00",187,274,"$2,794,359.00",274,"$2,794,359.00",256,287,"$3,239,907.00",486,"$3,239,907.00",12,15,"$103,982.00",15,"$103,982.00"
00308500,NOTRE DAME COLLEGE OF OHIO,OH,441214293,Private-Nonprofit,975,"1,013","$3,930,851.00","1,815","$3,858,346.00","1,026","1,203","$3,984,260.00","2,152","$3,856,184.00",77,98,"$1,400,030.00",150,"$1,177,324.00",263,267,"$3,519,006.00",500,"$3,512,340.00",-,-, -,-, -
00308600,OBERLIN COLLEGE,OH,440741090,Private-Nonprofit,841,841,"$3,438,014.00","1,617","$3,433,514.00",895,896,"$2,981,279.00","1,720","$2,980,251.00",7,7,"$103,296.00",14,"$103,296.00",143,143,"$3,472,719.00",276,"$3,472,719.00",2,2,"$28,708.00",4,"$28,708.00"
00308900,OHIO NORTHERN UNIVERSITY,OH,458101555,Private-Nonprofit,"1,339","1,600","$5,922,993.00","2,848","$5,910,323.00","1,457","1,672","$4,819,657.00","3,089","$4,806,370.00",238,368,"$9,152,661.00",594,"$7,239,907.00",359,430,"$5,806,848.00",739,"$5,770,890.00",81,134,"$1,463,926.00",200,"$1,222,143.00"
00309000,OHIO STATE UNIVERSITY,OH,432101358,Public,"14,550","16,163","$62,744,918.00","29,832","$60,322,157.00","15,772","18,120","$64,205,897.00","33,729","$62,189,973.00","3,935","5,047","$122,725,908.00","9,720","$104,317,994.00","3,771","4,162","$58,451,527.00","7,857","$57,719,080.00","1,904","2,678","$39,741,461.00","5,196","$35,638,448.00"
00310000,OHIO UNIVERSITY,OH,457012979,Public,"10,781","12,144","$46,798,964.00","21,671","$44,583,164.00","10,865","12,854","$44,931,074.00","23,396","$42,594,400.00","2,767","3,709","$75,214,167.00","6,704","$63,980,231.00","2,376","2,725","$38,794,056.00","4,964","$37,835,231.00",742,"1,259","$21,532,881.00","2,385","$18,673,950.00"
00310900,OHIO WESLEYAN UNIVERSITY,OH,430152398,Private-Nonprofit,842,849,"$3,605,346.00","1,618","$3,605,346.00",920,"1,014","$2,962,310.00","1,929","$2,962,310.00",-,-, -,-, -,233,275,"$3,804,137.00",471,"$3,804,137.00",-,-, -,-, -
00311000,OTTERBEIN UNIVERSITY,OH,430812006,Private-Nonprofit,"1,252","1,376","$5,335,216.00","2,568","$5,306,375.00","1,419","1,564","$4,925,453.00","2,926","$4,899,289.00",165,182,"$2,925,819.00",339,"$2,070,496.00",396,415,"$6,437,950.00",773,"$6,400,735.00",42,51,"$1,373,662.00",95,"$1,005,992.00"
00311300,PONTIFICAL COLLEGE JOSEPHINUM,OH,432351498,Private-Nonprofit,4,4,"$22,000.00",8,"$22,000.00",5,6,"$19,000.00",12,"$19,000.00",5,5,"$60,108.00",9,"$50,108.00",1,1,"$14,198.00",2,"$14,198.00",-,-, -,-, -
00311400,FIRELANDS REGIONAL MEDICAL CENTER,OH,448704788,Private-Nonprofit,32,45,"$169,728.00",76,"$153,509.00",23,27,"$107,484.00",45,"$99,053.00",-,-, -,-, -,1,1,"$1,800.00",1,"$1,800.00",-,-, -,-, -
00311600,UNIVERSITY OF RIO GRANDE,OH,456743131,Private-Nonprofit,865,913,"$3,355,535.00","1,722","$3,111,336.00",829,890,"$3,387,313.00","1,656","$3,120,643.00",14,14,"$154,284.00",32,"$154,284.00",77,77,"$760,761.00",151,"$739,363.00",-,-, -,-, -
00311900,SINCLAIR COMMUNITY COLLEGE,OH,454021460,Public,"4,054","4,524","$10,952,172.00","8,016","$10,939,193.00","3,551","4,086","$9,754,863.00","7,223","$9,737,864.00",-,-, -,-, -,31,34,"$144,722.00",65,"$144,722.00",-,-, -,-, -
00312100,TIFFIN UNIVERSITY,OH,448832161,Private-Nonprofit,"1,282","1,401","$5,649,254.00","2,680","$5,475,934.00","1,306","1,617","$5,336,976.00","3,079","$5,082,249.00",481,699,"$8,153,695.00","1,325","$7,409,873.00",288,310,"$3,945,188.00",599,"$3,901,867.00",9,9,"$49,098.00",14,"$49,098.00"
00312200,UNITED THEOLOGICAL SEMINARY,OH,454262308,Private-Nonprofit,-,-, -,-, -,2,2,"$14,973.00",3,"$14,973.00",221,221,"$2,519,426.00",374,"$2,502,940.00",-,-, -,-, -,20,24,"$519,943.00",42,"$519,943.00"
00312300,UNIVERSITY OF AKRON (THE),OH,443254702,Public,"6,510","7,259","$25,318,885.00","12,411","$25,318,885.00","6,431","7,466","$24,210,858.00","13,027","$24,210,858.00","1,308","1,780","$20,700,051.00","2,813","$20,700,051.00","1,513","1,649","$18,649,680.00","2,868","$18,649,680.00",302,370,"$4,945,134.00",597,"$4,926,155.00"
00312500,UNIVERSITY OF CINCINNATI,OH,452210125,Public,"12,799","14,623","$49,874,544.00","25,573","$49,862,835.00","13,564","16,243","$54,146,437.00","28,765","$54,138,728.00","4,782","5,993","$92,732,340.00","10,650","$92,711,411.00","4,050","4,878","$51,850,810.00","8,774","$51,850,810.00","2,224","3,091","$28,303,810.00","5,331","$28,297,972.00"
00312700,UNIVERSITY OF DAYTON,OH,454691668,Private-Nonprofit,"3,008","3,036","$12,134,748.00","5,689","$12,134,748.00","3,713","3,743","$12,786,294.00","7,033","$12,786,294.00","1,113","1,297","$15,781,886.00","2,362","$15,771,636.00",834,937,"$16,195,828.00","1,584","$16,195,828.00",352,476,"$6,226,467.00",786,"$6,226,467.00"
00313100,UNIVERSITY OF TOLEDO,OH,436063390,Public,"5,819","6,729","$23,682,119.00","11,582","$22,838,564.00","6,249","7,765","$25,698,955.00","13,461","$24,873,348.00","1,720","2,917","$49,230,132.00","5,724","$43,087,558.00","1,550","1,769","$19,573,358.00","3,163","$19,144,668.00",891,"1,333","$18,455,838.00","2,425","$16,655,300.00"
00313400,URSULINE COLLEGE,OH,441244398,Private-Nonprofit,418,494,"$1,829,675.00",846,"$1,818,712.00",463,565,"$2,155,908.00",981,"$2,132,696.00",313,415,"$6,038,909.00",748,"$6,018,410.00",56,71,"$708,450.00",107,"$708,450.00",30,44,"$403,974.00",69,"$403,974.00"
00313500,WALSH UNIVERSITY,OH,447203396,Private-Nonprofit,"1,072","1,381","$4,614,719.00","2,396","$4,515,091.00","1,120","1,324","$4,233,137.00","2,417","$4,087,868.00",352,504,"$7,107,894.00",824,"$6,045,572.00",218,245,"$2,913,141.00",450,"$2,879,677.00",53,77,"$1,079,263.00",135,"$818,703.00"
00314100,WILBERFORCE UNIVERSITY,OH,453841001,Private-Nonprofit,554,554,"$2,007,972.00","1,032","$1,916,597.00",561,762,"$2,309,370.00","1,403","$2,198,147.00",17,17,"$278,646.00",39,"$270,535.00",105,105,"$737,409.00",191,"$714,415.00",-,-, -,-, -
00314200,WILMINGTON COLLEGE,OH,451772499,Private-Nonprofit,860,"1,015","$3,642,199.00","1,777","$3,598,025.00",893,"1,037","$3,000,973.00","1,896","$2,953,969.00",-,-, -,-, -,258,271,"$3,206,054.00",490,"$3,206,054.00",-,-, -,-, -
00314300,WITTENBERG UNIVERSITY,OH,455012199,Private-Nonprofit,985,"1,005","$4,191,473.00","1,886","$4,188,723.00","1,152","1,165","$4,038,830.00","2,253","$4,036,830.00",11,11,"$157,743.00",21,"$157,743.00",420,432,"$6,316,875.00",847,"$6,296,739.00",3,3,"$42,818.00",6,"$42,818.00"
00314400,XAVIER UNIVERSITY,OH,452071035,Private-Nonprofit,"1,869","1,996","$8,153,806.00","3,719","$7,968,251.00","2,635","2,897","$11,350,267.00","5,411","$11,016,994.00",760,"1,031","$15,482,016.00","1,687","$13,476,343.00",654,759,"$14,511,201.00","1,377","$14,307,976.00",82,117,"$1,404,056.00",190,"$1,168,361.00"
00314500,YOUNGSTOWN STATE UNIVERSITY,OH,445550001,Public,"4,767","5,067","$17,813,221.00","9,475","$17,177,237.00","4,695","5,212","$18,478,484.00","9,764","$17,709,979.00",696,857,"$10,078,406.00","1,644","$9,848,902.00",989,"1,059","$9,306,233.00","2,025","$9,119,481.00",61,79,"$698,739.00",158,"$698,739.00"
00314600,WESTERN OKLAHOMA STATE COLLEGE,OK,735211397,Public,210,225,"$664,501.00",416,"$664,501.00",157,165,"$586,635.00",303,"$586,635.00",-,-, -,-, -,2,2,"$14,100.00",3,"$14,100.00",-,-, -,-, -
00314700,BACONE COLLEGE,OK,744031597,Private-Nonprofit,164,165,"$624,568.00",275,"$570,625.00",161,162,"$671,051.00",267,"$590,811.00",-,-, -,-, -,24,24,"$301,080.00",42,"$272,655.00",-,-, -,-, -
00314900,SOUTHERN NAZARENE UNIVERSITY,OK,730082694,Private-Nonprofit,"1,004","1,082","$3,971,564.00","1,751","$3,968,814.00","1,112","1,216","$5,304,074.00","2,025","$5,293,324.00",545,561,"$7,631,565.00",916,"$7,621,315.00",138,147,"$1,674,514.00",265,"$1,674,514.00",15,16,"$100,922.00",22,"$100,922.00"
